Radio Station,ID,Village,Ward,District,Region,Problem,POST STATUS,Posting Status COMMENTS,Treatment Assignment,Block,Status,Success?,2015 DIWANI PART,2015 DIWANI %,Follow up?,How far to go,transpot proposed,proposed cost,per diem needed?,Date aired 1,Date Aired 2,Neema's Updates,Follow Up?,,RESPONSE FROM CALLS TO THE VILLAGE,Notes,Talk to District Level,Text messages,Pictures,Website post,Date Reporting,Problem Notes,2015 President CCM %,2015 MP Party,PRESIDENT %,MP %,Political Party of Dawani,Political Party of Mwinyikiti,CCM Vote %,Longtitude,Latitude,Population,Male,Female,Households,new,longitude_capital,Longitude
Nuru FM,116,Ndolezi,Ihongole/Igowole,Mufindi,Iringa,Water,,,Control,6,,,CCM,71.83%,,1.5 hrs from mafinga,bodaboda,10000,NO,,,,,,,Wanakijiji wa Ndolezi hawana huduma ya maji.  wanasema Wanatumia maji ambayo siyo safi na salama.,,,,,,,CCM,CCM,75.20%,57.10%,,,,,,,,,,1,"-7.781594398337075, 35.69520778094481","-8.266383125248748, 35.27023861760391"
Nuru FM,117,Ikuvala,Nyalumbu,Kilolo,Iringa,Health,,,Control,7,,,CHADEMA,48.93%,,to confirm,"public transport and bodaboda (20,000)",To confirm,YES,,,,,,,,,,,,,,CCM,CCM,65.80%,70.90%,,,,,,1317,662,665,317,,"-7.781594398337075, 35.69520778094482","-7.669047021810149, 36.03405026786088"
Nuru FM,118,Mibata,Nduli,Iringa mjini,Iringa,Infrastructure,pictures and audio are available,"posted, missing episode summary",Treatment,1,Aired,Waiting for rains to stop - ward councilor will take action this month,CCM,64.33%,,1hrs from iringa town,public transport/bajaj na bodaboda,8000,YES,3/27,4/28,Aired & paid,,,The villagers in collaboration with their leaders decided to dig themselves and fill the rubble with impassable parts; The government has not repaired it as promised after the rains.,,,,,,,,CHADEMA,CHADEMA,50.90%,56.60%,,,,,,648,320,328,157,,"-7.781594398337075, 35.69520778094483","-7.744741660851805, 35.735541612041835"
Nuru FM,119,Mawambala,Ukumbi,Kilolo,Iringa,Water,pictures and audio are available,posted,Treatment,2,Aired,Will solve the problem,CCM,60.81%,,2hrs frommafinga,public transport and bodaboda ,25000,NO,4/27,5/8,Aired & paid,,,Citizens donated money for a water project; The village government took responsibility in collaboration with the central government to start resolving the problem and There are some villages in the village that have started getting water service.,"The main issue is water, The existing pipes do not provide water in the village of mawambala which forces the villagers to use water from wells and rivers along with water from ponds that are in their fields. which is not safe. Previously they had water, but now the water is not running. Villagers say, local leaders have failed to run the water project, and they urge the government to come in and help. The interview with mwenyekiti, he said there was a broken pipe and now they  have fixed, so villegers will start getting water. Its only one subvillage that has no water. But we have other organisation coming in to help. RUWASA manager said. They have like 33 water projects, some are on going some are at the last stages. and by June 2021 they will start getting water. But Diwani said as leaders they come to understand that some villagers from various villagers are surbotaging one another. But they plan to deliver to all villagers now that they have 100 milions for water projects. 

Steve Kitindi Mwenyekiti wa kijiji Cha mawambala

Samuel Kihwelo Mwenyekiti wa kitongoji cha kihesa A kilichopo kijiji cha Mawambala",,,,,44310,,CCM,CCM,65.80%,57.10%,,,,,,4126,2065,2061,931,,"-7.781594398337075, 35.69520778094484","-8.065303180986318, 35.69964311574959"
Nuru FM,120,Ugele,Mkimbizi,Iringa vijijini,Iringa,Health,"pictures, audio and video are available","posted, missing episode summary",Treatment,3,Aired,Got money from Iringa municipal council,CHADEMA,61.64%,,45min from iringa mjini,public transport na bodaboda,15000,YES,5/27,5/28,Aired & paid,,,Citizens have said they will use their energy to build a health facility; The village and ward government took the challenge to higher levels where the council has allocated a budget for the construction of the health center and construction has begun.,"Wananchi wa ugele hawana kituo cha afya wala zahanati, kwani wanatumia umbali wa kilomita 15 kufuata huduma za afya Iringa mjini, 

Pia kuna changamoto ya barabara mpaka kufika katika hicho kijiji, na pia kuna changamoto ya maji, kwani wanatumia maji ambayo siyo safi na salama kutoka katika mito na visima.",,,,,,,CHADEMA,CHADEMA,50.90%,56.60%,,,,,,,,,,1,"-7.781594398337075, 35.69520778094485","-7.70372540165598, 35.67974460124753"
Nuru FM,121,Kilosa,Ibwanzi,Mufindi,Iringa,Water,"pictures, audio and video are available","posted, no video",Treatment,4,Aired,Wanakijiji wa Ilasa  wanasema Wana kituo cha afya ila kuna changamoto ya Ukosefu wa zahanati katika kijiji Chao. Wanasema wamekuwa wanasafiri umbali mrefu kufuata huduma mpaka mafinga mjini. Wana miaka mingi sana toka kijiji kianzishwe hawana huduma ya afya. ,NIL,NIL,,"6hrs from mufindi, fo will need to stay at kilosa for 1 day",public transport na bodaboda,To confirm,YES,7/11,7/14,Aired & paid,,,Citizens say they donated money for the water project; The Village Government has contacted the DANIDA Water Project Implementers to find out the future of water in their village; The water and sanitation agency RUWASA has said that the village is in the long-term plan to ensure they have access to water from 2022.,"Residents of kilosa are using water from ponds, which are not safe and clean, there are two shart wells drilled by the overnment but they are not enough, there are like 2700 people living in this village, They have contibuted water like a year ago (Tsh.20000 per HH) and now they have not delivered. Village leaders have tried to speak about this in village meetings. but after we contributed village leaders have not said what happened to the money. People want the government to bring more wells the two wells are not enough. MP promised to bring water but he did not. Mwenyekiti said its true that this issue is there. people waste alot of time fetching water. Money? That money was for building a class and was used to build toilets for that school, and it was not for Water. There are plans, we can get water this year. MP said we have plans, we are going to budget, We want to have reliable water sources, In ihami we want to see if we need to drill or we need to use water ftom rivers. Mp said he had meetings with all diwanis about the plans, and he is unaware of the villegers contributing but he will make follow ups, RUWASA manager said, January next year will start delivering this project, We are following what is on the budget. ",,,,,,,CCM,CCM,75.20%,70.90%,,,,,,1915,916,999,484,,"-7.781594398337075, 35.69520778094486","-8.480961432709696, 35.617564369722466"
Nuru FM,122,Ikuvilo,Luhota,Iringa vijijini,Iringa,Health,"pictures, audio and video are available",posted,Treatment,5,Aired,Not until next year,CCM,68.82%,,2hrs from mufindi,public transport na bodaboda,20000,NO,6/23,6/26,Aired & paid,,,"Villagers have raised funds for clinics; the villagers rejected the chairman after he abused his power by embezzling money and eventually the chairman resigned; The government through the council director has said that despite the leader's resignation, he will also be subject to disciplinary action if found guilty.

Niliweza kuandaa makala ya wakati ni Sasa  Katika Kijiji Cha ikuvilo Kata ya luhota Wilaya ya Iringa na kuanzia changamoto ya ukosefu wa zahanati Katika Kijiji hicho.

Kutokana  na Ukosefu wa zahanati wananchi walianzisha utaratibu wa kuchangia zahanati, na shughuli nyingine za maendeleo, ambapo fedha zilivyopatikana mwenyekiti wa Kijiji hicho Bw. Herman Mkini alidaiwa kula hela hizo na wanakijiji wakamtaka ajiuzulu, na alifanya hivyo, baada ya kujiuzulu wakamkaimisha nafasi ya uenyekiti Meshak mlawa , na wakaanza mchakato wa ujenzi wa zahanati ambapo Kwa Sasa wameshaanza msingi na nitaambatanisha na picha yake.

Hata hivyo ubalozi wa japani pia wameahidi kutoa shilingi milioni 250 Kwa ajili ya kuunga mkono juhudi za wananchi hao wa ikuvilo.


Kwa hiyo kazi ambayo tumeifanya imezaa matunda","There has not been a clinic ever since the village was formed. Villagers expain that the issue is  very hard for them becasue when people get sick at night, Mosttly childern and women are more affaected. Deaths can occur to pregnent woman or newly born children. They say neatby clinic is like 20 KM away, and it costs them from Tsh.10000-15000. , Villagers say, that their local leaders are not doing enough to this matter. And they said they started the process of bulding the clinic in 2017, since then they have only reached the basement/Baseline stage. They have contributed money to the clinic but they wonder where the funds went.  We asted the mwenyekiti about this, He said, at first, people from municipal came to review the project, and said the area of construction is small it should be atleast an acre. and they bought the land from the neighbours. Now they have bought rocks for construction and they dont have transportation to the site, they want municipat car to come and collect building materials up to the site. Diwani acknowleded the issue and he promised to complete the clinic by next year, he was asked if this is dowable, he said, they will buld 80% and district will do the remaining 20%. WEO said that contributions if they are made, the money becomes the governments, but if the purpose of money changes, then it becomes and issue. DED said government has its procedures, if the building reaches the certain point then we will help. Then we set a side a budget to finish the clinic, The village has to tell us their priorities. Mwenyekiti is corrupt, DED is not aware of that, the villegers should report, and we will do investigation, we cant condem the mwenyekiti until proven guilty. If its true then we will do the needful. ",,,,,,,CHADEMA,CHADEMA,50.90%,56.60%,,,,,,2890,1395,1495,674,,"-7.781594398337075, 35.69520778094487","-7.906282526121208, 35.664228631972826"
Nuru FM,123,Ugute,Isalavanu,Mufindi,Iringa,Health,"pictures, audio and video are available","posted, no video",Treatment,6,Aired,,CCM,84.29%,,,public transport na bodaboda,To confirm,NO,7/28,8/4,Not yet airtime,,,No updates from journalists.,"People complain that they dont have  heath clinic or health center nearby. The neaby clinic is 3 KM away, and its shared by two villages which are higly populated. People have to walk long distance to get treatment. Transportation to the clinic is expensive. Medicenes are not availabel at the clinic, We have to buy at the pharmacies near the clinic. Pregnant women and new born babies fail to go to clinic ontime. People raised their voices to the MP. and also they started construction process by collecting stones. Mwenyekiti admited that its true, They have set aside the area to construct the clinic, we are now waiting for District to provide us with the construction archtect plan. we have started to collect stones. The government should start providing the support. MP said, Are they ready to start the early process like getting the area, the blocks bank for construction. Then we as government should come and help. I will provide money from the MPs bucket. then we will provide support. Regional commissioner said there should be a clinic in this village when she visited. She ordered DED to make sure that this is happening soon. She urged the women to be patient and DED will keep government promises.",,,,,,,CCM,CCM,75.20%,57.10%,,,,,,1177,581,596,277,,"-7.781594398337075, 35.69520778094488","-8.166752128897075, 35.26272586130507"
Nuru FM,124,Igingilanyi,Ilula,Kilolo,Iringa,Water,"pictures, audio and video are available",posted,Treatment,7,Aired,,CHADEMA,56.83%,,1hr fromkilolo,public transport na bodaboda,"10,000",YES,7/16,7/17,Aired & paid,,,The villagers have done nothing; The government through their Councilor convened a meeting and devised strategies for accessing water services in the village; The government through the IRUWASA water and sanitation authority has said it will send a monitoring team to identify the challenge and start solving it based on the budget they will be given.,"Residents of Igingilanyi have to wake up mid night so that they can go and fetch water in a well which is very far away like 2 KM away.  And water in the well is not safe and clean, because they share it with cows and dogs. Women were complaining that trhey use alot of time in fetching water, and during the dry season especially, September, water drys up in the well. and they dont get enough water for their families. Sometimes they fail to get water for bathing or washing their clothes, leading to diseases being common. and they dont have time to engage in economic activities. People want the government to bring water.  We talked to Diwani who is also a Chairman for Kilolo district who said she is aware of the issue, and now she reported this to RUWASA people who replied that they are working on repairs and they will start to deliver after July budget passes. Our Journalist went to interview with the RUWASA spokes person for Kilolo district. And she said that they are awere of the water scarsity in ilula ward, and the neighbouring ward. but they are working on this, by now they have built a water storage tank, and they are now in the process of widening the water infrastructure in Kilolo district. They are waiting for the money from the budget to come in so that they start to build infrastructure. But RUWASA failed to commit themselves on when Ilula ward wil receive water.but promised that they are working on the issues. ",,,,,,,CCM,CCM,65.80%,70.90%,,,,,,,,,,1,"-7.781594398337075, 35.69520778094489","-7.61651083839779, 35.76311610863963"
Pambazuko FM,125,Makelo,Michenga,Ifikara,Morogoro,Water,,,Control,1,,,CCM,41.38%,,45minfrom ifakara mjini,bodaboda,"15,000",NO,,,,,,,,,,,,,,CCM,CCM ,49.80%,52.60%,,,,,,,,,,1,"-6.790635068069331, 37.66101363428747","-8.135417053371105, 36.66872269573715"
Pambazuko FM,126,Luviri,Itete,Mallinyi,Morogoro,Water,,,Control,2,,,CHADEMA,49.21%,,"Fo can settle at mtimbira/itete, 1hr to the village",bodaboda,"20,000",YES,,,,,,,,,,,,,,CCM,CCM ,60%,51.10%,,,,,,,,,,1,"-6.790635068069331, 37.66101363428748","-8.662145658813879, 36.41665570936587"
Pambazuko FM,127,Idunda,Kichangani,Ulanga,Morogoro,Water,,,Control,3,,,CHADEMA,50.58%,,45min from ifakara mjini,public/bodaboda,15000,NO,,,,,,,,,,,,,,CCM,CCM ,60%,69.70%,,,,,,2265,1148,1117,512,,"-6.790635068069331, 37.66101363428749","-8.48794510332038, 36.69566926787063"
Pambazuko FM,128,Ipagusa,Utengule,Mlimba,Morogoro,Water,,,Control,4,,,CCM,51.25%,,"FO should settle at mlimba mjini, 45 min to the village",public transport and bodaboda,"30,000",YES,,,,,,,Wanachi wa kijiji cha Ipagusa wanakabiliwa na adha kubwa ya upatikanaji wa maji safi na salama kwa muda mrefu sana. Wanalazimika kutumia gharama kubwa kununua maji ambayo pia hawana uhakika wa usalama wa maji hayo. Hali hii inawaathiri kiuchumi kwa sababu wanatumia gharama kubwa kununua maji na kusababisha gharama za maisha kupanda zaidi.,,,,,,,CCM,CHADEMA,51.90%,52.40%,,,,,,,,,,1,"-6.790635068069331, 37.66101363428750","-8.946809039360451, 35.84159680225098"
Pambazuko FM,129,Sagamaganga,Signali,Kilombero,Morogoro,Water,,,Control,5,,,CHADEMA,50.14%,,from ifakara 45 min,public transport,10000,NO,,,,,,,,,,,,,,CCM,CHADEMA,49.80%,52.60%,,,,,,1761,846,915,375,,"-6.790635068069331, 37.66101363428751","-8.064347848529772, 36.80150746269048"
Pambazuko FM,130,Mabanda,Ngoheranga,Malinyi,Morogoro,Water,,,Control,6,,,CHADEMA,53.26%,,"FO should settle at malinyi mjini, 2hrs to the village",bodaboda,"20,000",YES,,,,,,,,,,,,,,CCM,CCM ,60%,51.10%,,,,,,1274,618,656,242,,"-6.790635068069331, 37.66101363428752","-9.023535558349499, 36.01585509189941"
Pambazuko FM,131,Ihanga,Lumemo,Ifikara,Morogoro,Water,audio and pictures,"posted, no article summary",Treatment,1,Aired,No (waiting for July),CCM,50.65%,,35min from ifakara,bodaboda,12000,NO,5/5,5/28,Aired and paid,,,,"Despite the Government's campaign to ""SEND MAMA NDOO KICHWANI"" focusing on access to clean and safe water, especially in rural areas, this water challenge has continued to exist in Ihanga village for a long time now. Citizens are complaining about the water crisis as it leads to quarrels among themselves in the areas of drawing water, the family economy is declining due to the inability to focus more on income activities, even students are facing the challenge of late schooling and missing some subjects due to searching water for a long time. The people use water from local wells and there are two taps in the whole village whereby their village is large, so it is difficult for some neighborhoods to get the service easily due to the distance of about 12 KM. These local wells were dug by the people themselves, the government has never dug a well in the village. The water from these wells is not healthy and if not boiled it can also lead to diseases such as typhoid, schistosomiasis, UTI, etc. The villagers have reported this problem to the leaders during the village meetings but no action has been taken by the officials although they say they are following up. This water scarcity in the village is affecting more women as they spend a lot of time looking for water and are unable to do other economic activities and look after the family. There are several ways in which citizens can free themselves from this torment, including; in the rainy season they protect the water with tin through the roofs of houses for family use, this is a little better than in the dry season when the water shortage is very high; attempting to create shallow water in wells where it is drilled up to 10+ meters deep where it is dangerous in the drainage system; there has been a garbage dump nearby in the village and still the villagers are drinking water from the sewage system which is the most dangerous. It is also said that there was support from donors to dig four wells which are also not enough to meet the needs of about 3,000 people in Ihanga village. However our journalist spoke to a village council member of the Ihanga village government and admitted to having a water challenge in their village; initially there was a well that was supplying water then it stopped completely providing water later, fortunately they got help from sponsors (Islamic institution) who dug shallow wells, bywhich due to the village situation the wells do not meet the needs as Ihanga village is very large and these wells supply water only temporarily, especially during the rainy season, so the wells ceased to supply water after that rainy season. Currently there are no more than two fortifications that provide water in this village. There are also wells in every ward where these wells do not work properly as top officials tend to focus mainly on people in urban areas and fail to reach the rural population. Village government officials claim to have tackled this challenge by finding various stakeholders and successfully bringing in sponsors and reviving a dead well that is still working properly, they also encouraged the people to dig local wells of 3-5 meters to avoid going too far in search of water. The chairman of Ihanga village said that the village has 4 subvillages, and water nuisance exists in all neighborhoods but the biggest water shortage is in 2 subvillages where there are no wells at all. This water challenge has been discussed at village meetings and was reported to the councilors' meeting whereby the answers given are unsatisfactory as they do not match the reality of the matter. They have also made efforts to drill shallow wells which is also a challenge as they provide water seasonal. So the Chairman and the villagers of Ihanga are asking the government to hear their cries. The councilor was interviewed by our journalist and admitted to being aware of the Ihanga water challenge; they made an effort to talk to the government at council meetings on the issue, but the solution takes time due to the budget problem for this year until the next period; also to get help to dig short wells from an Islamic institution but they have been unproductive meaning they are short. So this village needs deep wells to be dug by truck. The councilor urges Ihanga villagers not to give up in urging leaders to follow up and fight for a solution to access clean and safe water.",,,,,,,CCM,CCM ,49.80%,52.60%,,,,,,4022,2055,1967,940,,"-6.790635068069331, 37.66101363428753","-8.095432099616547, 36.59858141204586"
Pambazuko FM,132,Madibila Chini,Mtimbira,Mallinyi,Morogoro,Water,audio and pictures,posted,Treatment,2,Aired,No (need to follow),CCM,56.53%,,"FO can settle at mtimbira, 30min to the village",bodaboda,5000,YES,6/9,To confirm,Aired and paid,,,,"They use water from the river whereby the water is not clean and safe, Becasue people wash clothers and bath in that river. They dont get enough time to find money for their families. They are complaining that to their local leaders and they are not doing enough. They say wells are not enough and they are full of dirty inside. The villagers are complaining it to the village and wards meeting, but the leaders only promise but they dont deliver. There was a water project, citizens contibuted their efforts and the project was took over by the RUWASA people, and now they make people pay for that water. People want the RUWASA to bring more water spots. Mwenyekiti admited that its true and his citizens are suffering much in this matter. They have received help from a company called WIPERS, But the water wells they buit they are not enough. DIWANI she said, There are some areas that are in mountains and they did not receive water. There is a Project at Kipenyo. Water is not clean, its muddy, the water from tap water. She has submitted to the government to support her. RUWASA- Malinyi, Deputy chairman. We have paid TANESCO, and they will switch on the electricity. that will lead to getting water into the water tanks, and they will get safe and clean water. Water wont be dirty this time. ",,,,,,,CCM,CCM ,60%,51.10%,,,,,,4270,2146,2124,988,,"-6.790635068069331, 37.66101363428754","-8.766906634504839, 36.37667518703167"
Pambazuko FM,133,Madibila,Lupiro,Ulanga,Morogoro,Water,just audio,"posted, no pictures",Treatment,3,Aired,,CHADEMA,54.39%,,30min from ifakara,public/bodaboda,"10,000",NO,5/26,5/28,Aired and paid,,,,"It has been 5 years since they start getting this problem,The wells that are drilled, are near the toilets and garbage. They have water infrastructure, but watate rfrom that is too salty. They have one water spot, where its had to get water there because, all people depend on that for domestic use. They use like 6 hours in que. There is water from the government, but they are very expensive, and the lowest bill you can get is Tsh. 30000 per month, Water is there, but its salty and expensive. Mwenyekiti wants the government to lower the cost of water, so that they stop using well water to project water. Sub village of gollani and madibila are the ones that dont have the water infrastructure. and children died from getting into wells. Most people cant affrod the water. RUWASA manager explained why water is salty and expensive. He said, Water is salty becasue they are found deep, and they are found from many minerals, and Regional labolatory has taken sample, and thet are working on that so that they can bring results and we know what amount of water medicine (impliments) can be added to the project water so that they treat saltiness. And water in Lupira dont have much salt, They will bring a plant to extract salt from the water. In terms of water price, There is a bord special for reviewing the prices, but the price of Tsh. 1000 per unit is fair compared to other places are paying, like Mahenge they pay Tsh.1200 per unit, At lupiro they pay Tsh. 2500 per unit. becasue of runing cost. ",,,,,,,CCM,CCM ,60%,69.70%,,,,,,,,,,1,"-6.790635068069331, 37.66101363428755","-8.773538914880966, 36.37754560092393"
Pambazuko FM,134,Mgugwe,Chisano,Mlimba,Morogoro,Water,"audio, pictures, and video",posted,Treatment,4,Aired,,CCM,51.40%,,"FO should settle at mlimba mjini, 30 min to the village",publiv transport and bodaboda,"25,000",YES,6/16,6/18,Aired and paid,,,,"Kwa miaka mingi sasa (tangu Uhuru),wananchi wa kijiji cha Mgugwe hawajawahi kupata maji safi na salama.  Wakazi wa kijiji hicho wanatumia muda mrefu kutafuta maji badala ya kufanya shughuli za kiuchumi,hali inayosababisha wakazi wa kijiji hicho kurudi nyuma kimaendeleo.",,,,,,,CCM,CHADEMA,51.90%,52.40%,,,,,,1779,939,840,488,,"-6.790635068069331, 37.66101363428756","-8.735653337028879, 35.815091683262914"
Pambazuko FM,135,Lungongole,Kibaoni,Kilombero,Morogoro,Water,just audio,"not posted, may need to switch to mangengele",Treatment,5,Aired,,CCM,53.06%,,from ifakara 30min,bajaj/bodaboda,"10,000",NO,6/23,6/25,Aired and paid,,,,Mo episode,,,,,,,CCM,CHADEMA,49.80%,52.60%,,,,,,2629,1304,1325,488,,"-6.790635068069331, 37.66101363428757","-8.087782571987189, 36.68704026507872"
Pambazuko FM,136,Ihowanja,Kilosampepo,Malinyi,Morogoro,Water,audio and pictures,posted,Treatment,6,Aired,,CHADEMA,56.89%,,"FO should settle at malinyi mjini, 2hrs to the village",public transport and bodaboda,25000,YES,7/22,7/23,,,,,"in 1972 this village had water infrastructure, they had water storing tank and a well which is connected to this tank. but this infrastructure failed. this leads to people going very far to fetch water, during dry season water problem becomes more serious. people have to stay in a line to fetch water. there is only one well shared by all villegers,they spend more than 3 hours in line to wait for their turn. people want this water infrastucture to be reconstructed because the tank is there or government should drill more wells. Leaders have been promising this issue but they did not deliver. water is very expensive when they fetch from people who drilled their owm wells. Mwenyekiti said that this is true and they are suffereing, I have followed up with district people, and they said we should do (1. form villege water council and we should contribute Tsh3000 per HH) we did all that, we even opened a bank account. but RUWASA only drilled one well, we need infrastructure to distribute to peoples houses. He urged the district to come and help because they did all what they have been asked. Diwani of Mpepo said this village is in mountaneis region.we have few wells. RUWASA drilled one deep well, and the next step is they will bring electricity to the well and water pump. they they will bring water infrastructre to people HHs. Its true that villegers contributed and we have like Tsh. 600,000 in account which will be used in infrastructure.  Main issue is that we had no electricity, we received electricity not more than a month ago, we also plan to use the old tank. we should protect the water infrastructre. ",,,,,,,CCM,CCM ,60%,51.10%,,,,,,2390,1212,1178,486,,"-6.790635068069331, 37.66101363428758","-9.17738940191103, 36.01066781020724"
SAUT FM,137,Kanyerere,Butimba,Nyamagana,Mwanza,Education,,,Control,1,,,CHADEMA,54.28%,,1.5hrs from ilemela,public transport & bodaboda,5000,NO,,,,,,,Watoto wa wakazi wa mtaa huu na vijiji vingine viwili jirani wanategemea shule moja kupata elimu. Watoto hao ni wengi ikilinganishwa na miundombinu iliyopo na hivyo inapelekea kuwepo kwa msongamano madarasani huenda watoto wasielewe kile wanachofundishwa.,,,,,,,CCM,CCM,55.70%,50%,,,,,,,,,,1,"-2.507521666439017, 32.900037841999534","-2.5744562299595652, 32.94976557945622"
SAUT FM,138,Bulale,Buhongwa,Nyamagana,Mwanza,Water,,,Control,2,,,CCM,55.91%,,1.5 hrs from ilemela,public transport & bodaboda,3000,NO,,,,,,,"wananchi wa kijiji hicho wamekuwa wakikabiliwa na changamoto ya upatikanaji wa maji kutokana na mgao  wa maji katika kata ya buhongwa ambapo hutoka mara moja tu kwa wiki na muda mwingine hutoka mara moja tu kila bada ya wiki mbili, hali ambayo hupelekea wananchi hao kutembea umbali mrefu kutafuta maji kwa ajili ya matumizi.",,,,,,,CCM,CCM,55.70%,50%,,,,,,2011,956,1055,426,,"-2.507521666439017, 32.900037841999535","-2.620629439943696, 32.957975723280846"
SAUT FM,139,Nsumba,Kiseke,Ilemela,Mwanza,Water,,,Control,3,,,CCM,48.45%,,30 min,public transport & bodaboda,3000,NO,,,,,,,"changamoto ya maji katika kijiji cha nsumba bado ni tatizo kwa wananchi kutokana na kutotoka kwa wakati ambapo maji hayo hutoka kila baada ya wiki moja na yanapotoka hukaa masaa mawili tu na kisha hukatika tena, hali ambayo husababisha wananchi hasa wanawake kutembea umbali mrefu kwenda kutafuta maji kwa ajili ya matumizi yao ya kila siku.",,,,,,,CCM,CCM,59.40%,56%,,,,,,3029,1418,1611,596,,"-2.507521666439017, 32.900037841999536","-2.5045063821911397, 32.955133025487754"
SAUT FM,140,Kisesa A,Bujora,Magu,Mwanza,Water,,,Control,4,,,CCM,60.07%,,1hr from ilemela,public transport ,5000,NO,,,,,,,wananchi wa kijiji cha Kisesa A na kata nzima ya Bujora hawana huduma ya maji. Wananchi hao hulazimika kutembea umbali mrefu kutafuta huduma hiyo kata jirani za Nyanguge na Bukandwe ambazo zenyewe zinaunafuu kidogo wa huduma hiyo ya maji.,,,,,,,CCM,CCM,69.10%,64.20%,,,,,,21707,10335,11372,4160,,"-2.507521666439017, 32.900037841999537","-2.553466435099047, 33.04477412148588"
SAUT FM,141,Buyangu,Buyagu,Sengerema,Mwanza,Water,,,Control,5,,,CCM,62.68%,,FO will settle at Sengerema town,public transport and bodaboda,10000,YES,,,,,,,changamoto ya ukosefu wa maji katika kijiji hicho imekuwa ni kero ya muda mrefu hali inayowapelekea kutembea hadi ziwani (mwendo wa masaa mawili) kutafuta maji na hushambuliwa na kuliwa na mamba wakiwa ziwani kuchota maji.,,,,,,,CCM,CCM,70.10%,55.70%,,,,,,3871,1938,1933,614,,"-2.507521666439017, 32.900037841999538","-2.842990693689158, 32.79723098685553"
SAUT FM,142,Nyamikoma,Ukiriguru,Misungwi,Mwanza,Water,,,Control,6,,,CCM,76.32%,,1.5hrs from ilemela,public transport,10000,NO,,,,,,,changamoto kubwa katika kijiji hicho ni shida ya maji kwani wakazi wa eneo hilo hulazimika kuamka usiku wa manane na kutembea umbali mrefu kwenda katika kata zingine ili kutafuta maji kwa ajili ya matumizi yao ya kila siku.na,,,,,,,CCM,CCM,80%,78.20%,,,,,,,,,,1,"-2.507521666439017, 32.900037841999539","-2.7990429355324893, 33.22944498759223"
SAUT FM,143,Msozi,Bukiko,Ukerewe,Mwanza,Health,,,Control,7,,,CHADEMA,53.21%,,2hrs from ukerewe,bodaboda,30000,YES,,,,,,,wananchi wa kijiji cha msozi kinachoundwa na vitongoji saba ambapo wananchi wa kijiji hicho hulazimika kutembea umbali mrefu kutafuta huduma hiyo.,,,,,,,CCM,CHADEMA,52.90%,50.80%,,,,,,4030,1990,2040,654,,"-2.507521666439017, 32.900037841999540","-2.028013698899427, 33.09780700768719"
SAUT FM,144,Buzilasonga,Maisome,Sengerema,Mwanza,Water,,,Control,8,,,CCM,52.94%,,1.5hrs from sengerema,public transport and bodaboda,10000,YES,,,,,,,wananchi wa kijiji hicho wamekuwa wakikabiliwa na changamoto ya ukosefu wa huduma ya maji hasa katika kipindi hiki ambacho ni cha kiangazi lakini.,,,,,,,CCM,CCM,70.10%,55.70%,,,,,,2696,1379,1317,389,,"-2.507521666439017, 32.900037841999541","-2.7380848091007457, 32.45881588220332"
SAUT FM,145,Nganza,Luchelee,Nyamagana,Mwanza,Health,audio and pictures,posted,Treatment,1,Aired,,CCM,51.47%,,1hr from ilemela,public transport and bodaboda,6000,NO,5/31,6/6,All aired and paid,,,No action has been taken by the citizens as well as the government; Citizens continue to follow services in neighboring villages; Local and regional governments are still awaiting funding from the ministry's budget,"People from Ngaza street are saying that they dont have a clinic, and they have to walk for like 3 hours to the near by clinic and that clinic faces huge medicine shortage.  And that the doctors there they dont care. Villagers say that their local leaders cant solve this becase they are low level leaders  and that they neglet most of their proplems. We asked the Mwenyekiti he said he is aware of it and he did brought it to the ward meeting, And that the villegers are ready to contibute 5000 Tsh. for each Household and they can contribute their labour work as well as materrals.  ",,,,,,,CCM,CCM,55.70%,50%,,,,,,,,,,1,"-2.507521666439017, 32.900037841999542","-2.5939603048588498, 32.91064724910823"
